user_id,playtime,sessions,purchases,churned
0,4.692680899768591,4,0,0
1,30.101214309175212,6,2,0
2,13.167456935454494,3,1,1
3,9.129425537759532,1,1,0
4,1.6962487046234629,2,0,0
5,1.695962919146052,2,1,0
6,0.5983876860868067,6,1,0
7,20.112308644799395,8,0,1
8,9.190821536272646,6,2,0
9,12.312500617045902,0,1,0
10,0.20799307999138622,10,1,0
11,35.03557475158312,2,0,0
12,17.86429543354675,5,1,1
13,2.3868762524894698,8,0,0
14,2.0067898874966335,5,3,0
15,2.0261142283225704,4,0,0
16,3.627537294604771,3,1,1
17,7.439278308608545,7,1,0
18,5.655370667803367,7,0,1
19,3.442229925539415,3,1,1
20,9.463708738997987,3,0,0
21,1.5023452872733867,2,1,0
22,3.4551551200240227,2,0,1
23,4.56277218220847,7,1,0
24,6.08934687859775,4,0,0
25,15.379360110309118,1,1,1
26,2.227358621286903,3,0,1
27,7.220291550331277,10,1,0
28,8.975047213097605,3,0,0
29,0.47563849756408544,6,1,0
30,9.353330206496102,4,2,0
31,1.8696125197741642,5,1,0
32,0.6726393087930425,3,1,0
33,29.73687793506931,7,2,0
34,33.706303424611725,5,0,1
35,16.523315728128768,2,2,0
36,3.632878599687583,6,1,1
37,1.0277731500250624,3,1,0
38,11.527507630986618,2,0,0
39,5.800908425853983,7,1,0
40,1.3015223395444864,6,0,0
41,6.835472281341501,3,2,0
42,0.34993721443479087,5,1,1
43,24.004228873930238,7,0,1
44,2.994577768406861,4,1,0
45,10.862557985649804,4,2,0
46,3.7354658165762364,3,1,0
47,7.341108959092287,6,0,0
48,7.912237979817975,4,1,1
49,2.0438859950790573,5,1,1
50,34.92807132736226,7,1,0
51,14.922453771381408,4,1,0
52,28.05094419291582,3,0,1
53,22.521519975341967,1,2,0
54,9.11054412383275,5,2,0
55,25.49435379269405,8,0,1
56,0.9265545895311562,5,1,0
57,2.1813469463126745,5,0,0
58,0.46281965686831955,3,3,0
59,3.9353208680308684,3,1,0
60,4.921302917942186,6,0,0
61,3.165604432088257,5,1,0
62,17.64557865240934,7,0,0
63,4.4122699952987015,6,1,0
64,3.298028401342492,8,2,1
65,7.82407083207746,8,0,1
66,1.5189814782062885,8,2,0
67,16.204835957747314,9,0,0
68,0.7747586881130901,5,3,0
69,43.3414633958732,3,2,0
70,14.794837762415114,4,0,1
71,2.2153944050588597,5,2,0
72,0.05537420375935475,6,1,0
73,16.89896777486126,7,2,0
74,12.270959073870447,4,1,1
75,13.05662908787999,6,1,0
76,14.752145260435135,13,2,1
77,0.7692926551379635,3,0,1
78,4.438926724162325,7,1,0
79,1.2315010460444966,7,0,0
80,19.885295716582227,2,1,0
81,9.763011917123741,5,1,0
82,4.01818801251301,2,0,0
83,0.6566806580478289,4,2,0
84,3.7248835041035373,3,0,0
85,3.9331421318413136,3,0,0
86,13.078757839577408,1,0,0
87,10.148893589260199,7,1,0
88,21.822519124015148,4,2,0
89,6.390661333763098,9,1,1
90,1.273723936155019,4,1,0
91,12.491263443165995,6,0,1
92,14.303927530768641,3,0,0
93,8.238874948858289,8,1,0
94,14.738899667213644,6,0,0
95,6.808147315102779,5,1,0
96,7.39678838777267,3,1,0
97,5.578141939084274,11,3,1
98,0.2574777399011373,7,1,1
99,1.1416743519186583,6,1,0
100,0.3193368129305382,6,1,0
101,10.117295509275495,6,0,0
102,3.7739670879509983,6,1,0
103,7.104371771341901,5,0,0
104,23.812655298459756,8,0,0
105,2.8673882298329834,6,0,0
106,5.282819748826726,8,0,0
107,14.087491475385834,13,3,0
108,2.5980515691739403,4,0,0
109,0.8010427855017637,1,2,0
110,3.4214030388705705,4,1,0
111,1.7580835850006284,2,3,1
112,26.549500858806248,7,0,1
113,16.508870804845696,4,2,0
114,10.03494190520531,5,1,1
115,20.51519730520813,8,2,0
116,16.279689407405563,6,1,1
117,2.0649547635863907,5,1,0
118,22.308134052355612,2,0,0
119,7.75099901966172,6,0,0
120,16.47348291303566,5,2,0
121,22.642426492862313,6,1,0
122,3.8273071641831846,3,1,0
123,1.1659216012385083,6,1,0
124,2.5868674613938136,6,5,0
125,5.570576927486144,4,2,0
126,17.03829726638945,7,3,0
127,19.713449718798334,4,0,1
128,0.06976409181650647,0,1,1
129,7.148761593385558,9,0,0
130,5.402733209186713,1,0,0
131,2.5116733827582447,6,2,1
132,1.276803915456468,4,1,0
133,4.119085798624324,5,0,0
134,28.631211226911496,6,0,0
135,3.903838028814744,8,2,1
136,7.314528057601519,4,1,0
137,12.14086976880855,5,1,1
138,4.519744989669624,10,1,0
139,35.677981382917,5,0,0
140,32.82009864541398,7,0,1
141,2.9006129499220528,6,0,0
142,6.876592784638472,4,1,0
143,3.5793046007904676,3,1,0
144,3.352496763810817,5,0,1
145,0.37584477765522534,4,2,0
146,9.404920709825932,4,1,0
147,6.985196328296385,5,0,0
148,0.5285108738039248,2,1,1
149,3.2662592101036934,7,0,0
150,23.888609510893403,3,1,0
151,2.7386055214207703,5,1,0
152,1.5653086098546976,6,1,0
153,6.722721094736363,8,1,0
154,42.4403698261526,5,0,0
155,2.7714481355972618,3,2,0
156,11.151550102972934,3,0,0
157,14.338876262394628,5,0,0
158,2.713331723358058,7,1,0
159,13.027489284923162,5,0,1
160,4.58522799264304,5,0,1
161,10.005037477317714,10,0,1
162,10.038378271376383,2,0,1
163,7.673852499523488,6,4,1
164,0.9462915881162095,7,1,1
165,18.03644794246297,4,0,1
166,3.8681029366739663,11,0,0
167,2.0643210660755655,5,1,0
168,0.416297597943452,4,1,0
169,8.937784045945834,1,3,1
170,11.318517342673488,11,2,0
171,0.1672694755847062,3,1,0
172,7.176305845494884,2,0,1
173,2.5682414705495766,7,0,1
174,10.36124341547692,5,1,0
175,1.9160422253913376,1,1,0
176,11.742125275677191,6,1,1
177,4.8895870098110175,4,1,1
178,27.60343817804307,9,1,0
179,1.4794441343927893,4,0,1
180,4.171324339951718,9,0,0
181,1.2044428503699642,5,0,0
182,25.861903971507235,2,0,0
183,20.983337071609938,8,0,0
184,2.9832737006148893,2,0,1
185,10.787627390439145,7,1,0
186,16.994840726392212,9,2,0
187,8.10132360686508,3,1,0
188,7.54279410193946,3,0,0
189,2.7687704543790312,6,0,0
190,0.9772614047494073,7,2,0
191,22.75123225194523,2,2,1
192,23.06774427648427,9,4,0
193,10.026699194828847,5,0,0
194,4.140465098113239,5,0,0
195,4.295676158116439,3,1,0
196,12.944654297271182,6,1,0
197,22.740973491072523,6,2,0
198,21.811325693966133,4,0,1
199,15.135621919309033,6,0,1
200,10.273106935677049,8,0,0
201,0.8789172619608405,4,2,0
202,1.7629421468341149,6,0,0
203,22.882305001775055,4,0,0
204,9.324939469655895,9,0,1
205,0.09239605610994409,5,0,0
206,1.0699690143594933,7,0,1
207,10.891623872902409,2,0,1
208,0.050744370517970025,4,1,0
209,1.7531581610419904,4,1,0
210,7.956978461389317,7,1,0
211,11.773152866548127,3,1,0
212,10.554414821352488,4,0,0
213,2.539498673080245,3,2,0
214,12.454172888985388,3,1,0
215,2.7082375905280593,2,0,0
216,3.9363490891808444,10,0,0
217,13.723575516657906,3,1,0
218,10.48773814302768,2,0,0
219,18.91956077463401,6,0,0
220,10.718132881697624,4,0,0
221,8.400443055872573,6,0,1
222,0.9835706144841049,2,2,0
223,4.584163072070201,4,2,0
224,3.0816014785883117,9,0,1
225,2.7970020366242125,10,2,1
226,36.12309406162926,5,2,0
227,4.993874970400237,2,2,0
228,22.26055211248523,3,1,1
229,9.973343857364831,7,4,0
230,15.838252526883998,6,1,1
231,6.984353243887704,4,2,0
232,8.60155902641585,2,1,0
233,6.782934333416934,7,0,0
234,2.172148953252385,6,3,1
235,12.817618030658037,7,2,1
236,3.2957736836626292,7,0,0
237,0.24616481080688615,3,1,0
238,10.36968786295274,3,1,1
239,1.949335702248227,4,3,0
240,28.21083147273303,5,2,0
241,30.77562412788023,2,1,0
242,24.635098846338416,4,2,1
243,4.622873964973667,7,4,0
244,0.15577315371944384,5,1,0
245,26.355234573318896,6,0,0
246,5.589382770530613,4,1,0
247,34.00842016122056,9,1,0
248,33.137354761302056,2,0,1
249,19.17387017179419,6,2,1
250,3.487760681721603,4,0,0
251,4.862919320986936,3,2,0
252,19.047266524780795,6,1,0
253,3.8114623143071706,7,1,1
254,1.857186162957548,8,0,0
255,8.137369920602278,9,0,1
256,27.512934708070418,5,4,0
257,11.908255977579373,4,0,1
258,8.441123364356555,3,2,0
259,1.022281973493229,7,1,1
260,9.545307155177177,4,2,0
261,46.10569747846317,8,2,0
262,1.5092058664226415,8,0,0
263,7.304953249815037,1,0,0
264,20.986086379007943,5,0,1
265,13.5003424835367,4,1,0
266,11.940744253016732,3,3,0
267,12.1228755622449,2,2,0
268,4.454923423149491,8,0,1
269,3.475620842670952,8,0,1
270,16.573745072597124,3,2,1
271,16.613281990870288,4,2,0
272,20.17950047367915,12,0,1
273,24.446159618366362,3,2,0
274,7.160932369329037,3,0,1
275,6.961843775511992,4,0,0
276,16.009499323084874,3,0,1
277,10.497190748878003,4,1,0
278,12.10550648511517,6,4,0
279,15.88619474954205,4,1,0
280,22.07323476346767,3,1,0
281,4.124824071376542,8,2,0
282,4.7093678872755635,2,0,1
283,0.9869603918736056,3,1,0
284,8.634140266094347,7,0,0
285,0.36604104210856997,3,1,0
286,6.266069481821096,7,0,0
287,7.822945856871259,5,2,1
288,3.376306603145225,2,2,0
289,8.936325301461753,9,0,0
290,0.30975062101474543,4,1,0
291,0.3806349928278938,3,1,0
292,17.29351369538136,1,2,0
293,4.4658502420774475,2,1,0
294,1.3588904129742798,6,0,1
295,7.386535882790156,10,2,1
296,14.696479404457353,6,2,1
297,2.4311800342990337,6,1,0
298,9.752196186564928,2,2,1
299,0.8921102898989729,4,1,0
300,0.530650959103094,5,2,0
301,7.57908940625521,8,1,0
302,7.779104426947422,5,1,1
303,10.145374482046158,3,1,0
304,12.949605629166843,1,1,0
305,37.23557008699993,7,0,0
306,7.262911192303562,7,0,0
307,3.900197141059788,4,0,1
308,15.856539797326864,4,0,1
309,3.158514654361373,4,1,1
310,5.779834312733013,9,0,0
311,0.817051685836699,1,1,0
312,0.2567760954147438,3,1,0
313,32.87379923268602,4,1,0
314,18.077676421150628,3,0,0
315,11.906427327993416,3,2,0
316,5.258596444651419,8,0,0
317,1.9030653614210875,11,1,0
318,1.7012074157285415,4,0,0
319,2.880059891265836,2,1,0
320,7.967906483133146,3,2,0
321,12.538492877767757,4,1,1
322,10.793903496967985,2,0,1
323,3.2841226138899593,7,1,0
324,30.981034985563063,2,1,1
325,13.390174048752264,11,0,0
326,8.082304819313313,5,1,0
327,9.460304720374351,5,2,1
328,5.440378655320513,4,3,0
329,2.846612922740635,4,0,0
330,4.400141293231124,4,1,1
331,14.181818477567132,3,0,0
332,0.14498079720804277,5,0,1
333,1.2338039223997606,9,2,1
334,0.4709437695252053,5,0,1
335,0.4158145191729243,2,1,0
336,19.342030336156586,6,2,1
337,12.162406117006883,7,0,1
338,6.427845944128924,5,0,0
339,1.0295691844781325,7,0,1
340,6.7651796579723324,7,3,0
341,6.414503320943712,8,3,1
342,1.90194712800225,7,0,0
343,5.688991313023238,3,0,0
344,5.083366145832069,4,0,0
345,9.567224329131346,4,1,0
346,10.08114536040912,3,2,1
347,0.4636232402053473,7,0,0
348,4.693840046550616,7,0,0
349,9.831249947827285,3,1,0
350,6.9943945260778975,7,1,1
351,19.413494531754388,8,0,0
352,10.749747640549979,3,0,1
353,1.7785286876730733,4,0,0
354,0.7318243625624083,7,2,0
355,10.28394147108891,1,2,0
356,0.2686907266739443,4,1,1
357,8.813473778072908,2,2,0
358,28.172554553871517,2,1,1
359,8.567824455775444,5,1,1
360,4.913006922239073,6,2,0
361,10.30827157844982,5,0,0
362,6.129559740510913,4,3,0
363,7.888143605763202,5,3,1
364,28.38127146232999,7,1,0
365,4.879275273501872,4,0,1
366,32.49091861506754,2,1,0
367,23.57576183769919,9,0,0
368,2.1789626094045,4,1,0
369,0.7188415530315702,3,0,0
370,1.0622533548163022,4,1,0
371,0.18389887847233705,4,0,1
372,0.9920501165575414,6,1,1
373,11.488748725771671,4,0,0
374,0.7384962694642703,6,1,0
375,3.841571882948685,9,1,0
376,18.635260400972772,3,0,1
377,0.2354700318071151,3,0,1
378,16.845305061859584,8,2,1
379,3.3108346683962946,6,1,1
380,1.2575011982910764,1,1,0
381,11.931554084399135,7,2,1
382,9.913991764332202,5,0,0
383,20.994158140869466,7,2,1
384,13.282935787644004,5,1,0
385,16.269958059939782,2,3,1
386,3.3133386230673856,6,1,0
387,1.9533329604044698,7,1,1
388,13.887563960054248,5,1,0
389,16.442091832434194,6,1,0
390,46.5700489014023,5,2,1
391,5.32079354152605,6,2,0
392,4.652439119617327,3,0,0
393,14.97954503343587,4,2,0
394,4.1673367093075315,5,3,0
395,26.701379243993266,8,0,0
396,19.548391571662492,10,2,1
397,5.603556094421597,5,1,0
398,13.89784716495461,3,0,1
399,14.04632986855017,7,3,0
400,1.0883751880671801,2,2,0
401,23.284456808676318,6,1,0
402,7.0370748975675435,6,0,1
403,17.5133255752333,6,2,0
404,3.857354261645083,5,2,0
405,22.58790514545926,0,0,0
406,4.929884540601712,6,1,1
407,0.10896806615175478,4,1,1
408,23.579072969624537,6,0,1
409,0.9572561054847526,3,3,1
410,3.8465363338503886,6,0,0
411,29.969723831882856,3,1,0
412,30.079495401039896,5,1,0
413,8.519972910552639,2,1,1
414,9.992300803905247,4,1,0
415,5.950146636228576,7,2,0
416,3.4702277874619702,6,1,0
417,3.9848633455038973,7,1,1
418,11.163235799285063,6,1,0
419,13.958378736630772,2,4,0
420,15.681954162211486,0,0,0
421,15.588310318487418,4,0,0
422,0.9563694654031945,5,0,1
423,6.82049596573356,2,1,1
424,0.5928170644873779,3,1,0
425,7.974613156953929,6,0,1
426,5.825552749872836,9,0,0
427,21.866186642208014,6,1,0
428,4.321916194678851,4,1,0
429,1.2450597755245087,2,2,0
430,1.5430765454211937,6,1,1
431,14.334305470790937,7,1,0
432,9.62905679748035,2,2,0
433,1.0660871224538544,6,0,0
434,0.8785552166860509,8,0,0
435,12.072084716530998,4,0,0
436,0.7554608952579713,6,2,0
437,17.251858538085813,6,0,0
438,12.24999753130005,1,0,0
439,0.8484875058031206,7,0,0
440,0.8865386777780669,6,1,0
441,43.15458562058092,5,1,0
442,4.688375825522896,3,0,0
443,4.630552604753125,7,0,0
444,16.755754032826772,4,0,1
445,29.421645379632437,2,0,1
446,42.68773939601984,7,2,1
447,13.998992301163417,5,1,0
448,4.720209996191256,8,0,1
449,0.8719399369795726,7,0,0
450,15.012425404546256,5,0,1
451,8.17360407561493,4,1,0
452,5.520331253049737,3,0,0
453,23.682376754780904,9,1,0
454,1.1788020797188024,4,1,0
455,6.7850510937295425,8,2,0
456,0.11418589432541669,4,3,1
457,6.323543695829263,2,2,0
458,0.5795043106592578,2,0,0
459,1.2649099593117121,5,3,0
460,1.2502623200745626,8,0,0
461,10.475683864069715,5,1,0
462,13.705977175964728,6,2,0
463,8.755537772028685,3,1,0
464,32.74720209102377,5,0,1
465,4.697965779202672,8,1,1
466,3.364691574205587,4,2,0
467,20.295025381702295,5,1,0
468,2.530820677318534,1,0,1
469,33.028701062519104,5,0,0
470,0.12228944358969307,6,0,0
471,35.02526922879482,3,1,0
472,0.4411899861850189,6,1,1
473,22.17721229160009,5,1,0
474,7.501432503493904,5,1,1
475,49.56828607926033,6,1,0
